Level of Risk,Date,Employment Length,Previous Home Ownership,Business Consumer,Customer Age in year,Bank,Salary,Down Payment,Down Payment Ratio,Market Value,LastDecision Score
1. Good,5/1/11,9,rent,Consumer,33.2,Citigroup,2000,39000,69,518582.6201,Yes
1. Good,4/30/11,2,mortgage,Consumer,48.4,,2028.36,7470,32.08,102275.514,Yes
2. Average,4/29/11,7,mortgage,Business,22.2,,,180.75,3.01,373236.2455,Yes
1. Good,4/28/11,7,rent,Business,53.5,Citigroup,,29412.6,17.51,434860.1913,Yes
1. Good,4/27/11,1,own,Business,40.5,,,5041.38,2.14,71745.1158,Yes
1. Good,4/26/11,7,mortgage,Consumer,39.3,,3000,29301.3,35,415449.6686,Yes
1. Good,4/25/11,2,rent,Consumer,65.8,PNC,1616,9000,24.09,119663.0836,Yes
1. Good,4/24/11,4,mortgage,Consumer,32.4,Foreign Bank,1470,15000,18.84,201929.3939,Yes
2. Average,4/23/11,1,mortgage,Business,42.9,,,2359.17,3.08,387103.8932,Yes
1. Good,4/22/11,4,mortgage,Consumer,80,,3500,15000,24.75,159982.5324,Yes
1. Good,4/21/11,10,rent,Consumer,47.3,Bank of America,1850,27000,60,356158.7159,Yes
2. Average,4/20/11,3,mortgage,Consumer,26.5,Bank of America,2055,0,0,197649.1098,Yes
1. Good,4/19/11,8,mortgage,Business,46.9,Citigroup,,1110.21,1.99,180502.0661,Yes
1. Good,4/18/11,,mortgage,Consumer,36.9,The Bank of New York Mellon,5800,0,0,291382.4619,Yes
1. Good,4/17/11,10,rent,Consumer,70.6,,9000,52500,66.04,704630.5329,Yes
1. Good,4/16/11,10,rent,Consumer,32.3,HSBC,2050,64200,89.54,864407.8791,Yes
1. Good,4/15/11,7,rent,Consumer,22.3,,1082,26250,68.63,323754.2092,Yes
1. Good,4/14/11,5,mortgage,Business,43.3,Citigroup,,16010.22,19.38,191564.0765,Yes
1. Good,4/13/11,10,mortgage,Consumer,35.9,Bank of America,3000,12001.32,18.87,153257.3878,Yes
2. Average,4/12/11,10,own,Business,63.4,,,4817.79,1.94,60625.52738,Yes
1. Good,4/11/11,6,mortgage,Consumer,48.8,JPMorgan Chase,3000,884.55,2.4,333097.2491,Yes
3. Risk,4/10/11,1,rent,Consumer,50,PNC,2650,7920,10,109745.4114,Yes
1. Good,4/9/11,3,own,Consumer,56.6,PNC,2542,12000,26.4,154609.6583,Yes
2. Average,4/8/11,2,rent,Consumer,26.9,,1986,0,0,171155.2932,Yes
1. Good,4/7/11,10,rent,Consumer,66.8,JPMorgan Chase,1845,42864,54.35,437483.73,Yes
1. Good,4/6/11,5,rent,Consumer,55.7,US Bancorp,1300,16500,37.93,172275.1217,Yes
1. Good,4/5/11,10,rent,Consumer,25.3,Bank of America,1400,3964.47,8.95,40263.90095,Yes
1. Good,4/4/11,,mortgage,Consumer,47.2,Citigroup,,0,0,270122.239,Yes
1. Good,4/3/11,10,mortgage,Consumer,28.8,HSBC,2037,46500,70.78,528176.3242,Yes
1. Good,4/2/11,6,mortgage,Consumer,61.4,Foreign Bank,5000,24048,61.59,272444.0974,Yes
2. Average,4/1/11,6,rent,Consumer,39.8,,2000,0,0,164276.4683,Yes
3. Risk,3/31/11,0,rent,Consumer,43.8,PNC,2144.48,0,0,161898.285,Yes
1. Good,3/30/11,1,mortgage,Consumer,31.8,Citigroup,1100,7200,22.69,80246.30712,Yes
2. Average,3/29/11,0,rent,Consumer,45.7,Bank of America,1157,30000,38.1,446820.8245,Yes
1. Good,3/28/11,9,mortgage,Consumer,32.1,Citigroup,1840,35046.18,53.88,402618.7441,Yes
1. Good,3/27/11,9,own,Consumer,63.1,Citigroup,11598,36810,60.53,541602.0685,Yes
2. Average,3/26/11,10,rent,Consumer,37.3,,2322,0,0,256621.2308,No
1. Good,3/25/11,6,mortgage,Consumer,42.8,HSBC,0,2654.88,2.46,398332.9829,Yes
1. Good,3/24/11,7,own,Consumer,27.3,Wells Fargo,1925,28401,48.63,422061.4378,Yes
1. Good,3/23/11,7,mortgage,Consumer,45,,2500,25470,73.89,349472.2835,Yes
2. Average,3/22/11,,rent,Business,20,Bank of America,,1895.4,1.98,290626.5752,Yes
1. Good,3/21/11,7,rent,Consumer,44.1,JPMorgan Chase,1950,28302,65.36,402631.3282,Yes
1. Good,3/20/11,,mortgage,Business,51.7,The Bank of New York Mellon,,2497.98,2.49,332101.0727,Yes
1. Good,3/19/11,6,rent,Consumer,38.2,JPMorgan Chase,2357,20997.54,32.86,294670.4787,Yes
1. Good,3/18/11,2,mortgage,Consumer,59,,,1527,1.85,181161.1816,Yes
2. Average,3/17/11,9,rent,Business,33.5,Wells Fargo,,18000,17.79,230835.5486,Yes
1. Good,3/16/11,10,mortgage,Consumer,51.4,Bank of America,1850,15018.15,35,195965.7164,Yes
1. Good,3/15/11,10,mortgage,Consumer,72.1,,1300,42423,72,533106.5525,Yes
1. Good,3/14/11,10,mortgage,Consumer,32.8,JPMorgan Chase,2700,69849,90.3,957815.1998,Yes
2. Average,3/13/11,10,mortgage,Business,31.8,Foreign Bank,,2172.09,2.83,280856.7947,Yes
1. Good,3/12/11,10,mortgage,Consumer,43.1,Bank of America,1500,46542,67.41,478990.7915,Yes
2. Average,3/11/11,5,rent,Consumer,52.6,,2000,9000,9.8,125743.7796,Yes
1. Good,3/10/11,9,mortgage,Consumer,31.4,,2400,40500,29.35,520625.9765,Yes
1. Good,3/9/11,2,rent,Consumer,28.6,HSBC,1738,8996.73,11.83,132600.332,Yes
1. Good,3/8/11,10,rent,Consumer,35.3,,0,0,0,220636.6663,Yes
2. Average,3/7/11,3,rent,Consumer,25.2,The Bank of New York Mellon,1532,9000,12.46,94252.45069,Yes
1. Good,3/6/11,10,mortgage,Business,43.8,,,1495.77,2.84,180044.7112,Yes
2. Average,3/5/11,2,mortgage,Business,38.8,JPMorgan Chase,,3631.98,2.2,574647.1183,Yes
1. Good,3/4/11,1,rent,Business,41.1,Foreign Bank,,1667.49,1.69,205113.919,Yes
1. Good,3/3/11,10,rent,Business,38.5,,,474.87,1.46,280856.7947,Yes
1. Good,3/2/11,4,rent,Consumer,20.8,Wells Fargo,1200,15600,41.53,184185.7761,Yes
1. Good,3/1/11,7,rent,Consumer,25.3,Citigroup,1175,28059,60.92,362250.3167,Yes
2. Average,2/28/11,10,mortgage,Consumer,44.2,Citigroup,1109,94050,75.82,1284240.672,Yes
1. Good,2/27/11,2,own,Business,32.3,,,1836.54,1.7,218229.4288,Yes
2. Average,2/26/11,1,rent,Business,48.8,,,2077.02,3.2,307089.0226,Yes
1. Good,2/25/11,5,own,Consumer,57.2,JPMorgan Chase,6100,16275,35,193611.2146,Yes
1. Good,2/24/11,4,mortgage,Business,58.8,Wells Fargo,,1486.62,1.6,167137.3879,Yes
1. Good,2/23/11,10,mortgage,Consumer,36,Foreign Bank,2041,0,0,248204.0204,Yes
1. Good,2/22/11,3,mortgage,Consumer,32.8,HSBC,1890,13500,23.76,159066.2476,Yes
1. Good,2/21/11,10,mortgage,Business,57.8,,,557.4,1.96,314285.097,Yes
1. Good,2/20/11,1,mortgage,Consumer,22.8,Citigroup,1700,150,0.33,298237.4195,Yes
2. Average,2/19/11,6,mortgage,Consumer,31.8,,1580,6000,7.34,67075.64696,Yes
1. Good,2/18/11,2,rent,Consumer,59.7,,2200,9002.01,13.8,130256.8369,Yes
1. Good,2/17/11,5,mortgage,Consumer,41.2,,1250,18000,65.05,230246.7282,Yes
1. Good,2/16/11,,mortgage,Consumer,53.7,The Bank of New York Mellon,9326.33,79416,84.11,964712.433,Yes
3. Risk,2/15/11,10,rent,Consumer,21.6,Bank of America,2017.55,10140,25.26,139802.8726,Yes
3. Risk,2/14/11,10,rent,Consumer,36.3,Bank of America,1700,15000,24.93,157253.9587,No
1. Good,2/13/11,3,mortgage,Consumer,36,JPMorgan Chase,2140,12000,14.39,177569.07,No
1. Good,2/12/11,,rent,Consumer,59.8,The Bank of New York Mellon,3730,46380,65.9,659467.6843,Yes
1. Good,2/11/11,10,rent,Consumer,43.2,Bank of America,2300,23997.66,26.27,330152.0719,Yes
3. Risk,2/10/11,5,rent,Consumer,31.3,Wells Fargo,3700,60000,32.89,659533.2314,Yes
1. Good,2/9/11,1,mortgage,Consumer,44.1,,1675,6600,17.85,86621.81781,Yes
1. Good,2/8/11,2,rent,Consumer,66,PNC,5263,9000,13.04,111587.8532,Yes
1. Good,2/7/11,10,rent,Consumer,43.9,Citigroup,2100,50985,77.27,684557.5736,Yes
1. Good,2/6/11,10,mortgage,Business,39.7,JPMorgan Chase,,60000,78.31,725999.4959,Yes
1. Good,2/5/11,2,mortgage,Consumer,39.8,US Bancorp,2780,7200,20.33,81327.16986,No
1. Good,2/4/11,0,own,Consumer,52.8,Citigroup,1977,3486,10,435562.6379,Yes
1. Good,2/3/11,10,mortgage,Consumer,34.3,Foreign Bank,3000,45667.8,75.28,481248.7532,Yes
1. Good,2/2/11,,mortgage,Consumer,60.9,The Bank of New York Mellon,2000,6075.39,6.25,70975.53742,Yes
1. Good,2/1/11,10,mortgage,Consumer,38.1,Bank of America,,0,0,266424.943,Yes
1. Good,1/31/11,,mortgage,Consumer,32.4,The Bank of New York Mellon,3000,10800,16,121488.2711,Yes
2. Average,1/30/11,5,rent,Consumer,38.8,HSBC,2800,3000,4.66,418126.615,Yes
1. Good,1/29/11,10,mortgage,Consumer,79.1,,5259,42450,84.98,448003.8071,No
1. Good,1/28/11,10,mortgage,Consumer,49,JPMorgan Chase,1900,56700,71.59,761260.4551,Yes
3. Risk,1/27/11,3,rent,Consumer,35.1,The Bank of New York Mellon,10812,0,0,156195.88,Yes
1. Good,1/26/11,2,mortgage,Consumer,36.3,PNC,1500,0,0,180502.0661,Yes
1. Good,1/25/11,1,own,Business,34.6,Foreign Bank,,5126.01,1.95,70991.47457,Yes
2. Average,1/24/11,5,mortgage,Consumer,24.3,Wells Fargo,1496,893.16,1.87,332101.0727,Yes
1. Good,1/23/11,9,mortgage,Consumer,55.7,,4384,34800,53.7,385161.1647,Yes
3. Risk,1/22/11,2,mortgage,Business,43.6,,,2488.29,1.9,364689.2216,Yes
1. Good,1/21/11,5,rent,Business,28.7,,,0,0,208218.7746,Yes
3. Risk,1/20/11,0,mortgage,Consumer,36.9,Citigroup,1057.52,20370,32.03,254416.934,Yes
2. Average,1/19/11,10,mortgage,Consumer,30.8,Citigroup,1965,926.16,1.94,175691.4814,Yes
1. Good,1/18/11,3,rent,Consumer,43.3,Citigroup,1500,12000.03,18.69,177668.3935,Yes
1. Good,1/17/11,,mortgage,Consumer,57.8,Wells Fargo,2900,0,0,307089.0226,Yes
1. Good,1/16/11,10,mortgage,Consumer,49.8,,2000,0,0,262551.7553,Yes
1. Good,1/15/11,3,mortgage,Consumer,23,JPMorgan Chase,1350,13809,49.99,190828.4337,Yes
1. Good,1/14/11,4,rent,Consumer,30.9,,1550,15639,22.46,230046.005,Yes
1. Good,1/13/11,10,rent,Consumer,56.3,Citigroup,1365,71535,88.82,1013321.557,Yes
1. Good,1/12/11,,rent,Business,46.5,HSBC,,2495.49,1.93,418201.0757,Yes
1. Good,1/11/11,2,rent,Consumer,23.3,,1165,9618,19.54,121528.3684,Yes
1. Good,1/10/11,4,mortgage,Consumer,51.9,PNC,2240,15000,17.76,197383.4584,Yes
2. Average,1/9/11,10,mortgage,Consumer,47.1,JPMorgan Chase,2588,7200,13.79,96532.46548,Yes
1. Good,1/8/11,4,rent,Consumer,42.2,,6000,0,0,221176.5565,Yes
1. Good,1/7/11,1,rent,Consumer,39.9,HSBC,2000,6054.84,11,63962.33503,Yes
1. Good,1/6/11,5,mortgage,Consumer,22.8,Wells Fargo,3000,1154.19,2.17,171905.7294,No
3. Risk,1/5/11,5,mortgage,Consumer,30.4,Wells Fargo,2372,6000,11.36,86910.35372,Yes
1. Good,1/4/11,10,rent,Consumer,23.4,Bank of America,0,14058,36.94,195876.1033,Yes
1. Good,1/3/11,0,own,Consumer,38.1,Wells Fargo,3000,3000,10.79,464232.189,Yes
3. Risk,1/2/11,,mortgage,Consumer,39.9,Citigroup,2636.03,17643,25,208535.1471,Yes
1. Good,1/1/11,6,rent,Business,40.4,Wells Fargo,,1011.18,1.92,153257.3878,Yes
1. Good,12/31/10,6,mortgage,Consumer,25.2,US Bancorp,1650,0,0,198276.6444,No
2. Average,12/30/10,6,rent,Business,39,,,2359.17,3.08,382000.1174,Yes
1. Good,12/29/10,7,mortgage,Business,58.6,Foreign Bank,,866.46,2.35,313016.1081,Yes
1. Good,12/28/10,5,rent,Consumer,24.8,,2540,1121.55,1.74,161062.8062,Yes
2. Average,12/27/10,10,rent,,,,0,2980.08,3.07,323699.4767,Yes
1. Good,12/26/10,10,mortgage,Consumer,28.8,Citigroup,1250,0,0,266846.3536,Yes
1. Good,12/25/10,5,mortgage,Business,53.3,,,1664.61,2.51,266491.1624,Yes
1. Good,12/24/10,10,mortgage,Business,54.3,Citigroup,,1457.94,2.35,210775.9478,Yes
3. Risk,12/23/10,,rent,Business,45.1,US Bancorp,,6002.28,7.46,71626.61436,Yes
1. Good,12/22/10,1,mortgage,Business,56.3,Foreign Bank,,7081.98,2.87,97634.65493,Yes
2. Average,12/21/10,7,rent,Business,30,Foreign Bank,,2264.94,1.64,333593.5457,Yes
2. Average,12/20/10,10,mortgage,Consumer,41.1,,1488,15645,20.68,223237.2759,Yes
1. Good,12/19/10,9,mortgage,Consumer,43.7,,4000,34500,45.1,362895.1196,Yes
1. Good,12/18/10,1,own,Business,27.1,PNC,,1426.26,2.54,206996.8906,Yes
1. Good,12/17/10,8,mortgage,Consumer,54.5,,17126,30450,71.73,404055.01,Yes
1. Good,12/16/10,5,rent,Consumer,55.7,Citigroup,4400,18000,19.36,216836.4218,Yes
2. Average,12/15/10,10,rent,Business,53.5,,,2324.19,3.03,356158.7159,Yes
2. Average,12/14/10,10,own,Business,57.6,,,1653.3,2.94,258707.5228,Yes
1. Good,12/13/10,,mortgage,Consumer,49.9,The Bank of New York Mellon,1632,8817,22.81,93501.62335,Yes
1. Good,12/12/10,7,mortgage,Business,44.1,Wells Fargo,,994.74,2.14,138526.2247,Yes
1. Good,12/11/10,10,mortgage,Consumer,46.8,,4000,0,0,316290.9521,Yes
1. Good,12/10/10,0,rent,Consumer,24.3,PNC,1200,0,0,134252.5922,Yes
1. Good,12/9/10,8,mortgage,Business,45,,,30000.96,28.41,395474.6558,Yes
1. Good,12/8/10,4,rent,Consumer,20.8,,1020,15000,40.43,203332.4176,Yes
1. Good,12/7/10,3,mortgage,Business,61.8,HSBC,,1625.22,1.8,232419.0542,Yes
1. Good,12/6/10,10,rent,Consumer,61.6,Bank of America,1500,39000,65,437341.4574,Yes
1. Good,12/5/10,1,mortgage,Consumer,50.8,,1813,0,0,171316.9039,Yes
2. Average,12/4/10,1,rent,Business,46.2,,,2355.69,3.07,384747.3918,Yes
1. Good,12/3/10,7,mortgage,Consumer,51.4,,0,0,0,218511.4042,Yes
1. Good,12/2/10,10,rent,Consumer,45.4,,3000,0,0,297718.4182,Yes
1. Good,12/1/10,10,mortgage,Business,46.1,,,1646.4,1.86,243820.5505,Yes
2. Average,11/30/10,,mortgage,Consumer,30.3,,1111,16500,27.16,181213.3401,Yes
1. Good,11/29/10,,mortgage,Consumer,30.3,The Bank of New York Mellon,1600,15000,27.03,208218.7746,Yes
1. Good,11/28/10,9,mortgage,Consumer,58.5,,2700,0,0,202765.8973,Yes
1. Good,11/27/10,10,mortgage,Business,38.2,HSBC,,611.73,1.18,323754.2092,Yes
2. Average,11/26/10,10,rent,Consumer,50,PNC,2954,12000,10.79,136276.0189,Yes
1. Good,11/25/10,4,mortgage,Business,55.3,,,15393.36,15,223878.4389,Yes
2. Average,11/24/10,4,rent,Consumer,48,JPMorgan Chase,3400,0,0,206339.0279,Yes
1. Good,11/23/10,7,rent,Consumer,65.1,,1490,27750,50.68,387103.8932,Yes
1. Good,11/22/10,5,mortgage,Consumer,27.2,Citigroup,4200,17851.02,22.93,201672.7569,Yes
1. Good,11/21/10,8,rent,Consumer,51.9,HSBC,1740,1746.6,1.78,239644.9107,Yes
1. Good,11/20/10,10,mortgage,Consumer,30.3,,1900,69075,82.16,880737.3547,Yes
1. Good,11/19/10,,mortgage,Business,49.8,The Bank of New York Mellon,,2099.37,4.89,359201.7555,Yes
3. Risk,11/18/10,10,mortgage,Consumer,46.9,JPMorgan Chase,2131.27,9000,16.22,125918.026,Yes
2. Average,11/17/10,10,mortgage,Consumer,43.7,Foreign Bank,5500,1692,3.04,206106.3169,Yes
1. Good,11/16/10,1,own,Consumer,61.3,Citigroup,1800,4560,10.13,47198.13696,Yes
1. Good,11/15/10,,own,Business,58.8,HSBC,,1493.79,2.51,177818.0437,Yes
1. Good,11/14/10,3,rent,Consumer,54.3,,9031,10500,27.34,155792.0697,Yes
1. Good,11/13/10,9,rent,Consumer,30.1,JPMorgan Chase,2028.61,35487.03,50.71,525590.492,No
1. Good,11/12/10,,mortgage,Business,44.5,Citigroup,,1836.99,2.38,279917.29,Yes
1. Good,11/11/10,10,rent,Consumer,57.2,Bank of America,1600,57900,79.42,590620.7611,Yes
1. Good,11/10/10,8,mortgage,Consumer,51.7,,3500,33000,66.67,358710.7094,Yes
2. Average,11/9/10,10,mortgage,Consumer,26.2,The Bank of New York Mellon,3000,1021.8,1.75,144283.7868,Yes
1. Good,11/8/10,10,mortgage,Consumer,21.7,,1150,85074,90.43,851126.4901,Yes
1. Good,11/7/10,4,mortgage,Consumer,45.6,,3000,0,0,204051.166,Yes
1. Good,11/6/10,4,rent,Consumer,56.5,Citigroup,3550,15000,10.04,160715.7365,Yes
1. Good,11/5/10,6,rent,Consumer,34.3,,1000,21000,44.03,277682.2638,Yes
1. Good,11/4/10,,rent,Business,33,HSBC,,2101.5,1.95,322687.5084,No
1. Good,11/3/10,10,rent,Consumer,21.3,Bank of America,930,0,0,295210.6784,Yes
2. Average,11/2/10,10,mortgage,Business,41,,,171.51,2.86,350718.515,Yes
1. Good,11/1/10,1,own,Consumer,39.8,,0,4883.49,6,53958.84957,Yes
1. Good,10/31/10,2,rent,Consumer,35.6,,1200,9000,13.98,127951.5291,Yes
2. Average,10/30/10,1,rent,Business,43.2,PNC,,0,0,145574.5292,Yes
1. Good,10/29/10,9,rent,Consumer,39.1,JPMorgan Chase,,0,0,177780.3134,Yes
1. Good,10/28/10,8,mortgage,Consumer,61,HSBC,8300,32100,81.06,381786.37,Yes
1. Good,10/27/10,6,rent,Consumer,50.8,JPMorgan Chase,988,24108,72.82,307089.0226,Yes
1. Good,10/26/10,4,rent,Consumer,55.8,,2805,14805,15,168067.0896,Yes
2. Average,10/25/10,10,mortgage,Consumer,50.4,,10000,3402.9,2.01,418632.6667,Yes
1. Good,10/24/10,,mortgage,Consumer,63.6,The Bank of New York Mellon,1200,46758,77.6,484712.4063,Yes
1. Good,10/23/10,3,rent,Consumer,32.5,Wells Fargo,1800,12600.06,22.46,137547.2917,Yes
1. Good,10/22/10,10,mortgage,Consumer,33.3,Citigroup,1103,0,0,192590.6316,Yes
1. Good,10/21/10,2,mortgage,Business,43.8,,,1504.41,2.8,230322.1948,Yes
1. Good,10/20/10,0,own,Consumer,29.4,,0,3000,8.42,386436.9245,Yes
1. Good,10/19/10,10,rent,Consumer,41.4,,2000,0,0,304786.2512,Yes
1. Good,10/18/10,10,mortgage,Consumer,58.6,,3000,0,0,229631.852,Yes
1. Good,10/17/10,6,mortgage,Consumer,32.8,PNC,589,24000,54.46,297012.8569,Yes
1. Good,10/16/10,0,own,Business,50.5,,,3454.23,2.37,477727.2696,Yes
2. Average,10/15/10,5,rent,Consumer,28,,2451,63330,38.87,892536.2982,Yes
1. Good,10/14/10,3,rent,Consumer,27.6,US Bancorp,4200,11994.57,10.93,144651.3708,Yes
1. Good,10/13/10,10,rent,Consumer,38,Bank of America,1800,29880,62.41,407157.537,Yes
1. Good,10/12/10,8,own,Consumer,26.3,PNC,1100,31499.88,32.06,361491.4647,Yes
1. Good,10/11/10,2,rent,Consumer,32.6,Citigroup,6250,8996.4,7.65,115222.0028,Yes
1. Good,10/10/10,3,rent,Consumer,37.4,,2000,10500,28.17,117361.6306,Yes
1. Good,10/9/10,2,mortgage,Consumer,32.8,Wells Fargo,2163,0,0,144775.5501,Yes
1. Good,10/8/10,6,mortgage,Consumer,27.2,PNC,2091,21000,35.9,276236.0082,Yes
1. Good,10/7/10,9,mortgage,Consumer,62.2,Citigroup,2300,39000,46.99,574647.1183,Yes
1. Good,10/6/10,3,mortgage,Business,68.2,,,2611.92,3.09,447831.5692,Yes
1. Good,10/5/10,,rent,Business,62.4,Bank of America,,1454.94,1.95,191564.0765,Yes
1. Good,10/4/10,7,rent,Consumer,51.4,,1600,25800,59.88,300057.5911,Yes
1. Good,10/3/10,0,mortgage,Business,42.2,,,2109.9,2.69,354271.4294,Yes
1. Good,10/2/10,10,mortgage,Consumer,32.3,PNC,1650,59574,86.88,734308.6999,Yes
1. Good,10/1/10,2,rent,Business,53.3,Citigroup,,1567.98,1.71,210584.5826,Yes
1. Good,9/30/10,5,mortgage,Consumer,31.8,Wells Fargo,3000,0,0,179366.2593,Yes
1. Good,9/29/10,10,rent,Consumer,43.9,JPMorgan Chase,4400,44100,74.62,478870.2685,Yes
1. Good,9/28/10,5,mortgage,Consumer,53,,3500,18000,42.89,262279.9408,Yes
1. Good,9/27/10,5,rent,Business,53.8,,,1670.01,2.2,266972.5707,Yes
2. Average,9/26/10,10,own,Consumer,35.1,,1810,2520,10,379754.42,Yes
1. Good,9/25/10,1,own,Consumer,68.7,,2415,6000,15.63,67474.43236,Yes
1. Good,9/24/10,4,own,Business,49.8,HSBC,,15316.05,17.27,171532.9234,Yes
1. Good,9/23/10,10,mortgage,Consumer,31.3,,,0,0,305965.5086,Yes
1. Good,9/22/10,,mortgage,Consumer,36.4,The Bank of New York Mellon,1300,0,0,310745.3522,Yes
1. Good,9/21/10,5,own,Consumer,55.8,,1500,20010,35.73,231060.1503,Yes
1. Good,9/20/10,10,rent,Consumer,60.3,Bank of America,2559,8996.91,8.84,96472.0109,Yes
1. Good,9/19/10,1,own,Consumer,47.7,,3800,5638.89,8.38,72991.13795,Yes
1. Good,9/18/10,10,rent,Consumer,58.9,Wells Fargo,3000,136500.81,88.89,1466163.538,Yes
1. Good,9/17/10,2,rent,Consumer,61.7,,3190,7575,10,104301.1199,Yes
1. Good,9/16/10,1,own,Business,44,,,4562.13,2.36,56269.73592,Yes
2. Average,9/15/10,10,rent,Business,43,,,0,0,230246.7282,Yes
2. Average,9/14/10,3,mortgage,Business,43.1,HSBC,,3438.21,3.08,541602.0685,Yes
1. Good,9/13/10,7,rent,Business,60.1,Foreign Bank,,1644.84,4.31,273787.0725,Yes
3. Risk,9/12/10,10,mortgage,Consumer,19.8,Citigroup,2000,38701.5,55.44,449027.0526,Yes
1. Good,9/11/10,10,mortgage,Business,35.4,,,618.18,1.7,349904.3079,Yes
1. Good,9/10/10,10,own,Business,36.3,,,51838.2,20,541246.9886,Yes
1. Good,9/9/10,0,own,Business,37.5,Citigroup,,2974.68,3.04,464218.7835,Yes
1. Good,9/8/10,5,own,Business,73.6,,,1142.25,2.06,153237.8909,Yes
1. Good,9/7/10,0,own,Consumer,41,Foreign Bank,0,3467.25,5,409848.4542,Yes
1. Good,9/6/10,2,mortgage,Consumer,26.3,Foreign Bank,1500,7500,18.87,86793.60284,Yes
1. Good,9/5/10,3,rent,Consumer,53.4,JPMorgan Chase,14624,11646.69,7.01,167620.9974,Yes
1. Good,9/4/10,6,mortgage,Consumer,30.5,,3000,21000,12.43,219887.4715,Yes
2. Average,9/3/10,6,own,Business,34.2,,,2329.11,2.94,273783.1086,Yes
1. Good,9/2/10,10,mortgage,Consumer,31.6,,6000,0,0,279917.29,No
1. Good,9/1/10,6,mortgage,Consumer,78.4,HSBC,4456,25425,25,283099.656,No
1. Good,8/31/10,10,rent,Consumer,31.6,Citigroup,1500,42600,68.6,509261.8712,Yes
1. Good,8/30/10,10,mortgage,Business,55.8,,,1674.57,1.72,259443.807,Yes
1. Good,8/29/10,10,mortgage,Consumer,51.6,Bank of America,2476,17739,22.49,207713.8317,Yes
1. Good,8/28/10,0,mortgage,Consumer,31.8,,1150,0,0,154971.3576,Yes
1. Good,8/27/10,10,mortgage,Consumer,57.8,JPMorgan Chase,3330,0,0,284270.1552,Yes
1. Good,8/26/10,0,rent,Business,70.8,,,943.86,1.9,134030.8146,Yes
1. Good,8/25/10,6,mortgage,Consumer,53,Citigroup,2000,21210,46.91,305453.7277,No
1. Good,8/24/10,,rent,Consumer,47.8,The Bank of New York Mellon,0,0,0,271752.6558,Yes
1. Good,8/23/10,10,own,Consumer,42.3,PNC,1318,0,0,294670.4787,No
1. Good,8/22/10,3,rent,Consumer,39.1,Wells Fargo,2500,1133.04,1.87,148761.2367,Yes
1. Good,8/21/10,8,mortgage,Business,66.8,Foreign Bank,,2046,2.2,348536.7466,Yes
1. Good,8/20/10,5,mortgage,Business,41.4,,,1740.15,1.9,294319.211,Yes
1. Good,8/19/10,10,mortgage,Business,44.3,Foreign Bank,,132100.69,89.89,1443469.19,Yes
1. Good,8/18/10,7,mortgage,Consumer,53.2,,5751,28950,27.85,405495.1036,Yes
2. Average,8/17/10,2,rent,Consumer,47.9,Wells Fargo,1922,561,0.82,302389.5386,Yes
2. Average,8/16/10,10,mortgage,Consumer,34.8,Foreign Bank,2050,1945.83,1.87,287870.446,Yes
1. Good,8/15/10,2,rent,Consumer,56.1,JPMorgan Chase,0,1677.09,2.17,231464.1877,Yes
1. Good,8/14/10,10,rent,Consumer,54.8,Citigroup,2117,71100,74.76,860491.506,Yes
1. Good,8/13/10,10,rent,Consumer,54.8,Citigroup,2800,91800,85.96,947758.4938,Yes
1. Good,8/12/10,0,mortgage,Business,58.5,Foreign Bank,,866.46,2.35,290414.6823,Yes
1. Good,8/11/10,10,mortgage,Consumer,55.5,JPMorgan Chase,0,51342,63.12,682169.3523,Yes
1. Good,8/10/10,1,rent,Consumer,56.2,US Bancorp,3000,896.82,2.44,398620.5455,Yes
1. Good,8/9/10,10,rent,Consumer,45,HSBC,3000,896.82,2.44,381974.2646,Yes
1. Good,8/8/10,0,rent,Business,47.1,,,1505.07,2.02,228991.7585,Yes
1. Good,8/7/10,9,mortgage,Consumer,39.8,HSBC,2800,2023.38,3.37,255889.1425,Yes
1. Good,8/6/10,5,rent,Consumer,41.1,,1987,15900,44.92,215062.7366,Yes
1. Good,8/5/10,9,mortgage,Business,38.3,HSBC,,1755.24,1.75,269987.4591,Yes
1. Good,8/4/10,5,rent,Consumer,35.8,US Bancorp,3120,17962.2,23.48,184133.7365,Yes
1. Good,8/3/10,1,rent,Business,39,,,1879.38,2.42,289938.9893,Yes
1. Good,8/2/10,10,rent,Consumer,27.8,JPMorgan Chase,1469.06,68400,69.51,743686.6582,Yes
1. Good,8/1/10,6,rent,Consumer,28.6,Wells Fargo,1727,21003.12,28.23,273061.0904,Yes
2. Average,7/31/10,10,mortgage,Business,53.6,,,1927.71,2.94,345387.3928,Yes
1. Good,7/30/10,0,own,Consumer,42,,1450,3900,8.5,50200.58661,Yes
1. Good,7/29/10,3,mortgage,Consumer,46.7,JPMorgan Chase,5300,13221,18.36,167344.5349,No
1. Good,7/28/10,4,rent,Consumer,44.3,JPMorgan Chase,16014,14939.34,19.82,210600.2306,Yes
2. Average,7/27/10,1,mortgage,,,,0,0,0,136276.0189,Yes
2. Average,7/26/10,2,rent,Consumer,28.2,Bank of America,2628.72,4027.2,10,59301.60349,Yes
1. Good,7/25/10,5,rent,Consumer,45.8,HSBC,1637,16095,27.7,216543.6733,Yes
2. Average,7/24/10,8,mortgage,Consumer,58.7,,2480.79,9000,10.34,117297.3368,Yes
